sku,name,supplier,replacement_sku,is_exchange
100099217,"תיבת אלקטרוניקה למג""ב",,,לא
100099322,"יע""א בז עם כוונת מפקד",,,לא
100099349,"ישל""ט תותחן/מפקד ל- ""בז-3""",,,לא
100099357,כוונת מפקד,,,לא
100099390,ברך יום כוונת מפקד בז,,,לא
100099756,מתנד כלנית,,,לא
100099870,"יחש""ר ליח""ב בז אחודה",,,לא
113511222,קפיץ בורג קת לגליל אר.קצ ונגב,,,לא
113511257,פין מחבר קת לגליל ונגב,,,לא
113511311,דסקת ציר לקת גליל/ מיני/ נגב,,,לא
113511320,ציר חבור קת לגליל ונגב,,,לא
113512504,ידית דריכה מכלל מ-16 ארוך/ קצר,,,לא
113512610,"סתרשף לרוס""ר מ-16 ארוך/ קצר",,,לא
113512628,דסקית אב סתרשף למ-16 ארוך/קצר,,,לא
113512709,צינורית גזים לM16 ארוך,,,לא
113512776,כוונת יום קדמית M16,,,לא
113512784,טובלן כוונת יום קדמית M16,,,לא
113512792,קפיץ טובלן כוונת קדמית מ16 קצר,,,לא
113512865,אום מצמדת מתפס מ-16 ארוך/קצר,,,לא
113512903,ציר תריס הפלטה למ-16 ארו/קצר,,,לא
113512920,קפיץ תריס הפלטה למ-16 ארוך/קצר,,,לא
113512938,תריס הפלטה מכלל מ-16 ארו/קצ,,,לא
113513136,מנוף עזר לנעילה תתמכלל מ16 אק,,,לא
113513209,פין הנוקר,,,לא
113513217,"נוקר לרוס""ר M16",,,לא
113513225,"מוביל בריח לרוס""ר מ16 ארוך/קצר",,,לא
113513250,בריח מכלל רוסר מ-16 ארו/קצר,,,כן
113513268,"פין מקור רוס""ר מ-16 ארוך/קצר",,,לא
113513276,"מחלץ לרוס""ר מ-16 ארוך/קצר",,,לא
113513292,מפלט לרוסר מ16 ארוך/קצר,,,לא
113513306,קפיץ מפלט/טובלן מחלף נצרה מ-16,,,לא
113513314,טבעת אטימת בריח למ16 ארוך/קצר,,,לא
113513357,מחלק מכלל מ-16 ארוך/קצר,,,לא
113513411,"קת משופרת מכלל רוס""ר מ16 ארוך",,,לא
113513454,בורג ידית אחיזה למ-16 ארוך/קצר,,,לא
113513462,ידית אחיזה לרוסר מ-16 ארוך/קצר,,,לא
113513470,טובלן מחלף ניצרה למ16 ארוך/קצר,,,לא
113513519,בורג עליון לקת(ישנה) מ-16 ארוך,,,לא
113513527,בורג עקב קת תחתון M16 ארוך,,,לא
113513535,חח רצועה אחורית מ-16 ארוך,,,לא
113513578,תריס מתמורת מכלל עקב קת מ-16 ארוך,,,לא
113513608,מתפס חצי עגול מ-16 ארוך,,,לא
113513713,"קפיץ מחזיר לרוס""ר מ-16 ארוך",,,לא
113513730,עצר סרן קפיץ מחזיר למ-16 ארוך,,,לא
113513748,קפיץ עצר סרן קפיץ מחזיר מ16 אר,,,לא
113513772,"קפיץ פטיש רוס""ר מ-16 ארוך קצר",,,לא
113513780,"פטיש מכלל רוס""ר מ-16 ארוך קצר",,,לא
113513799,ציר פטיש והדק למ-16 ארוך קצר,,,לא
113513837,מפסק קשר מ-16 ארוך/קצר,,,לא
113513845,"הדק לרוס""ר מ-16 ארוך קצר",,,לא
113513861,קפיץ מפסק קשר M-16 ארוך בלבד,,,לא
113513900,תפס מחסנית M16 ארוך קצר,,,לא
113513985,דסקת אב בורג ידית אחיזה מ16 קצר,,,לא
113514132,בלם M4,,,לא
113514183,"תפס קת לרוס""ר מ-16 קצר",,,לא
113514191,צינורית גזים לרוסר מ-16 קצר,,,לא
113514221,"קפיץ מחזיר לתמ""ק מ-16 קצר",,,לא
113514264,"קת רוס""ר M16 קצר",,,לא
11351432,בלם M-4,,,לא
113514604,מתפס קצר M-16 סט משופר מכלל,,,לא
113514698,קפיץ מחלץ משופר M-4 M16,,,לא
113515147,מפצה סטיה A-3 M-16,,,לא
113750880,"אום כונת אחורי, מתפס עוזי/ נגב",,,לא
113753366,קפיץ עצר דרוך לעוזי ומקלע נגב,,,לא
121500108,מסמרת גשר קדמית לנגב,,,לא
121500116,גשר לנגב,,,לא
121500132,קפיץ תפס קנה למקלע קל נגב,,,לא
121500140,פין עזר תפס קנה למקלע קל נגב,,,לא
121500167,ציר אבטחת קנה למקלע נגב,,,לא
121500175,קפיץ אבטחת קנה למקלע קל נגב,,,לא
121500183,מסמרת גשר אחורית לנגב,,,לא
121500205,מפלט למקלע קל נגב (H-1),,,לא
121500213,מכסה מפלט משופר לנגב,,,לא
121500221,קפיץ מפלט למקלע קל נגב,,,לא
121500361,ציר תריס מחסנית למקלע קל נגב,,,לא
121500370,ציר תפס מתאם מחסנית מ-16 לנגב,,,לא
121500400,ידית דריכה מכלל נגב,,,לא
121500418,קפיץ טובלן למקלע נגב משופר,,,לא
121500426,לוחית נעילת דרוך מקלע נגב,,,לא
121500450,דרוך תת מכלל מקלע נגב,,,לא
121500469,כפתור דריכה מקלע נגב,,,לא
121500477,טבעת מפלט למקלע נגב,,,לא
121500485,טובלן מיקום ידית דריכה נגב,,,לא
121500507,מנוף הזנה מיכלל למקלע קל נגב,,,לא
121500531,ציר שן הזנה למקלע קל נגב,,,לא
121500558,ציר מנוף הזנה למקלע קל נגב,,,לא
121500604,נתיב סרט מכלל למקלע קל נגב,,,לא
121500817,ציר תריסי הזנה/ הפלטה נגב,,,לא
121500876,קפיץ מכסה גוף למקלע קל נגב,,,לא
121500892,פין ציר מכסה גוף למקלע קל נגב,,,לא
121501147,ציר חיבור דורגל מקלע קל נגב,,,לא
121501198,פחית גוף קידמית למיקלע קל נגב,,,לא
121501228,בורג לחי בית אחיזה מקלע נגב,,,לא
121501309,שמורת הדק למקלע קל נגב,,,לא
121501503,דורגל מכלל למקלע קל נגב,,,לא
121502038,וסת מקלע נגב קל נגב,,,לא
121502046,קפיץ וסת מקלע קל נגב,,,לא
121502054,ידית וסת מקלע קל נגב,,,לא
121502070,בסיס כוונת קדמית מקלע קל נגב,,,לא
121502089,להב מכלל למקלע קל נגב,,,לא
121502119,טובלן להב כוונת נגב / תבור,,,לא
121502127,קפיץ טובלן להב נגב/ תבור,,,לא
121502135,"דיסקית בלוויל, ID=8.2, OD=20",,,לא
121502208,ידית נשיאה מקלע קל נגב,,,לא
121502232,ציר ידית נשיאה למיקלע קל נגב,,,לא
121502240,קפיץ ידית נשיאה למיקלע קל נגב,,,לא
121502259,קפיץ צידוד מקלע נגב,,,לא
121502267,טובלן צידוד למיקלע קל נגב,,,לא
121502275,בורג צידוד מקלע קל נגב,,,לא
121502283,טבעת צידוד מקלע קל נגב,,,לא
121502291,פין טבעת צידוד מקלע קל נגב,,,לא
121502321,בוכנה מקלע קל נגב,,,לא
121502330,פין בוכנה מקלע קל נגב,,,לא
121502348,נוקר מקלע קל נגב,,,לא
121502356,פין ספירלי קפיצי לנוקר נגב,,,לא
121502364,קפיץ בריח מקלע קל ונגב,,,לא
121502380,תפס בריח מקלע קל ונגב,,,לא
121502399,פין ספירלי קפיצי D1 . 5X12 HD,,,לא
121502429,שן חולצת מקלע קל נגב,,,לא
121502437,ציר שן חולצת למיקלע קל ונגב,,,לא
121502445,קפיץ שן חולצת מקלע קל נגב,,,לא
121502534,מוט קפיץ מחזיר מקלע קל נגב,,,לא
121502550,פין קפיץ מחזיר מקלע קל נגב,,,לא
121502607,בית אחיזה + מנגנון מכלל לנגב,,,לא
121503026,סט חומרי חיבור למתפס משופר נגב,,,לא
121503034,תפס הקת למקלע קל נגב,,,לא
121503042,עקב גומי תת מכלל למקלע קל נגב,,,לא
121503050,בורג עקב קת למקלע קל נגב,,,לא
121503069,פין תפס הקת למקלע קל נגב,,,לא
121503077,מפלט לנגב מספר 2,,,לא
121505002,זרוע הבטחת קנה נגב משופר,,,לא
121508036,פין הבטחת קנה נגב משופר,,,לא
121508044,פין הבטחת תפס קנה נגב משופר,,,לא
121508117,עצר דרוך לנגב משופר,,,לא
121508125,תפס קנה למיקלע נגב משופר,,,לא
121508176,סט מתפסים נגב / נגב סער משופר,,,לא
121508338,"פין בוכנה ל-""נגב"" משופר",,,לא
121508400,קפיץ מחזיר מכלל מחוזק לנגב משופר,,,לא
121508435,מכסה דרוך לנגב משופר,,,לא
121508516,קפיץ מחזיר מחוזק לנגב משופר,,,לא
121508591,סט לחיים בית אחיזה מכלל - נגב,,,לא
121508648,קת פלסטיק כולל עקב לנגב,,,לא
121508710,מכסה גוף משופר תת מכלל נגב,,,לא
121508885,ציר מיכסה גוף משופר נגב,,,לא
121508966,בית מחסנית למקלע נגב דגם ג',,,לא
121509202,ידית ווסת משופרת לנגב מכלל,,,לא
123,בדיקה,,,לא
1234,קורונה,,,כן
123400208,מעטפת ידית נשיאה מקלע מאג,,,לא
123400216,אום ידית למקלע מאג/נגב,,,לא
123400259,קסוות ווסת גזים למאג חיר,,,לא
123400364,ידית נשיאה תת מכלל מאג חיר/חשן,,,לא
123400569,פין כנה יצוב דורגל מאג חי''ר/חש''ן,,,לא
123400658,שן דריכה א למאג חיר\חש''ן,,,לא
123401092,פין בית אחיזה מאג אמריקאי,,,לא
123401140,ציר מכסה גוף מאג אמרקאי,,,לא
123401158,מחלץ למקלע מאג חיר/חש''ן,,,לא
123401166,טובלן מחלץ למיקלע מאג,,,לא
123401271,ציר פנימי חוליות חיבור,,,לא
123401310,"נוקר למקלע מאג חי""ר/חש""ן",,,לא
123401328,פוין חולית חיבורלמקלע חיר\חשן,,,לא
123401450,"קפיץ מחזיר מכלל מאג חי""ר/חש""ן",,,לא
123401603,נתיב סרט מאג,,,לא
123401620,"אום ציר מכסה גוף מאג חי''ר/חש""ן",,,לא
123401646,ציר שן עצירת סרט מקלע מאגר חי,,,לא
123401689,פים הבט' קפיצי מנוף הזנה חי''ר/חש''ן,,,לא
123401859,"מנוף הזנה למאג חי""ר/חש""ן",,,לא
123401867,"תפס מנוף הזנה מאג חי""ר/חש""ן",,,לא
123401913,קפיץ שן עצירת סרט מאג חיר/חשן,,,לא
123401921,שן עצירת סרט מקלע מאג חיר,,,לא
123401948,שן הזנה אחורי חיצוני במגזין מאג,,,לא
123401980,שן הזנה פנימי למאג חיר/חשן,,,לא
123401999,ציר שן הזנה פנימי מאג חיר/חשן,,,לא
123402006,"מזין מכלל מקלע מאג חי""ר/חש""ן",,,לא
123402065,קפיץ שן הזנה חיצונית קדמ/אחור,,,לא
123402073,"קפיץ שן הזנה פנימית חי""ר / חש""ן",,,לא
123402081,"טבעת עצר שן עצירה מאג חי""ר/חש""ן",,,לא
123402456,"פין בית אחיזה לח""ר/ חש""ן",,,לא
123402669,קת תת מכלל פלסטיק למאג חיר,,,לא
123403525,תושבת פין בית אחיזה למאג,,,לא
123403754,קפיץ מחלץ מכלל למאג חי''ר/חש''ן,,,לא
123404653,סגר מכסה בורג כו' וסת גז חשן,,,לא
123404696,בית וסת גזים למקלע מאג חש''ן,,,לא
123404939,סטרשפת למקלע מאג חש''ן,,,לא
123405439,"מכסה גוף עם פקטיני למא""ג",,,לא
12345,רנדומלי,,,לא
123450655,שן דריכה דגם ב (ארוכה) מאג,,,לא
1234567,לחסום מיד,,87654321,לא
123456789,Test,,,לא
123960068,"פין מנוף דריכה מק""ב 0.5",,,לא
123960173,"קפיץ מחזיר מכלל למק""כ 0.5",,,לא
123960190,עצר דוקרן דגם ב מקלע כבד 0.5,,,לא
123960220,קפיץ שן הזנה מקלע בר 05,,,לא
123960912,גשר הדק דגם א,,,לא
123960955,פין גשר הדק דגם א מכלל ל 0.5,,,לא
123960998,כפתור כונון גשר הדק מכלל,,,לא
123962273,בורג קדמי מוביל מחלק דריכה,,,לא
123963059,פין פיסת נעילה תתמכלל 0.5,,,לא
123963121,תפס קנה דגם ב למקלע כבד 0.5,,,לא
123965060,"בית קפיץ מקור למק""כ 0.5",,,לא
123965108,קפיץ דוקרן למקלע כבד בראו 0.5,,,לא
123965256,מחלץ מכלל מקלע 0.5,,,לא
123965302,"מחץ הזנה מק""כ בראונינג",,,לא
123965329,פין דריכה למקלע כבד בראו 0.5,,,לא
123965337,"ידית דריכה מכלל מק""כ 0.5",,,לא
123965701,"מנוף הזנה למק""כ",,,לא
123965710,פין סגר מנוף הגנה מכסה גוף,,,לא
123965728,"קפיץ טובלן מנוף הזנה מק""כ",,,לא
123965736,"טובלן מנוף הזנה למק""כ",,,לא
123965744,קפיץ הידוק מחלץ,,,לא
144032039,נוקר משופר מרג' 60 ממ פנימית,,,לא
144039602,כיפת לוע מרג 60 ממ פנימית,,,לא
144045157,נצרת ירי מככל למרגמה רותעת 20,,,לא
144045246,"אום נעילה למרגמה 120 מ""מ רותעת",,,לא
144045807,"טובלן קפיצי, ע/אום 8 מ""מ, 75. 2X1",,,לא
144046684,אנקודר,,,לא
144046889,"ציר למרגמה 120 מ""מ ל""קשת""",,,לא
144106059,בית חח רצועה קד דק/עבה מ203,,,לא
144106067,סגר בית חח רצועה קנה דק/עבה 203,,,לא
144106083,קסווה חיבור מטול M203,,,לא
144106130,בורג הידוק לוח טוחים מטול מ3,,,לא
144106148,"דסקית למטל""ר מ-203",,,לא
144106156,"לוח טווחים למטל""ר מ-203",,,לא
144106202,בורג קובע בסיס כוונת מטול מ3,,,לא
144106229,מתפס מטול מ203,,,לא
144106504,עורפון למטול רימונים מ203,,,לא
144106555,מפסק קשר מ-203,,,לא
144106563,קפיץ מפסק קשר M-203,,,לא
144106571,הדק למטול רימונים מ-203,,,לא
144106580,קפיץ הדק למטול רימונים מ-203,,,לא
144106652,טובלן נצרה למטול רימונים מ-203,,,לא
144106660,קפיץ טובלן נצרה,,,לא
144106687,ציר הדק דגם ב,,,לא
144106717,מחלץ מטול רימונים 40 ממ M203,,,לא
144106725,קפיץ מחלץ למטול רימונים מ-203,,,לא
144106733,"תותב בית מקור מטל""ר מ-203",,,לא
144106989,נצרה למטול רימונים מ-203,,,לא
144123050,"נוקר מרגמה 120 מ""מ קלה סולתם ק6",,,לא
144330064,קסטה מדוכות עשן,,144330900,לא
144330072,כיסוי פלסטי למשגר עשן,,,לא
144330935,פין משיכה קפיצי מכסה משגר עשן,,,לא
157809458,טבעת מפתחות קפיצית,,,לא
157900277,פין ארכובת הפעלת הסדן,,,לא
157900340,טובלן סגורת הסדן,,,כן
157900366,קפיץ טובלן סגירת הסדן,,,לא
157900439,ציר ארכובת הפעלהת סדן,,,כן
157900625,מגופת ציר חולצים,,,לא
157901109,מחזיר מחט ירי,,,לא
157901214,עצר דחיף מחט ירי מגח/מרגמה 1-2-3,,,לא
157901230,קפיץ דחיף מחט ירי,,,לא
157902121,מגופה מחורצת,,,לא
157908243,צינור מיכלמלאילמרכבה1/2/3,,,לא
157908340,סולונאיד מק מקביל,,,לא
157909029,"מפוח מפונה גזים מכלל למרכבה ס' 3,4",,,לא
157909061,פין אחורי מורכב,,,לא
157909070,"פין אחורי למק""ב מרכבה 1-2-3",,,לא
157909088,"טבעת לפינים מק""ב מרכבה",,,לא
157909096,"פין קדמי מורכב למק""ב",,,לא
157909401,מע.מילוי וניקוז מיכל מלאי,,,לא
157909568,קצה פין נשיאה (קפיץ),,,לא
157909657,דסקית אבטחה,,,לא
157909908,כבל דוושת ירי מקלע מקביל,,,לא
157910663,כבל דריכה למק״ב,,,כן
157930257,אוגן קדמי לחלקה,,,לא
157930354,אוגן אחורי לחלקה,,,לא
157930818,רתמת תותח משופרת,,,כן
157930907,מתח ביטחון טען משופר מכלל,,,לא
157931369,פין גזירה לתותח מרכבה 3,,,לא
157933051,"מע' מחט ירי מכלל למרכבה 3,4",,,כן
157933264,פין זרוע חולץ סדן,,,לא
157933280,ציר חולצים לבית סדן,,,לא
157933361,דחיף מחט ירי משופר למרכבה 3,,,לא
157934651,חולץ ימין מכלל,,,כן
157934708,"חולץ שמאל מכלל למרכבה 3,4",,,כן
157935100,"עוקב הפעלת סדן מרכבה 3,4",,,כן
157935305,ארכובת הפעלת סדן,,,כן
157935607,"מנוף הפעלת סדן מכלל למרכבה 3,4",,,לא
157935810,גל הפעלת סדן לקפיץ ספירלי חל,,,כן
157935828,פין קצר לציר דריכה מרכבה 3,,,לא
157935836,פין ארוך לציר דריכה מרכבה 3,,,לא
157935844,מותחן קפיץ סדן למרכבה 3,,,כן
157935852,"קפיץ פיתול סדן למרכבה 3,4",,,כן
157937006,מטה כרכובים לחלקה,,,לא
157937111,גלגלון למטה כרכובים סימן 3,,,לא
157937120,ציר גלגלון למטה כרכובים סימן 3,,,לא
157938657,מסילה שמלית למטה כרכובים,,,לא
157940651,מתג בטחון טען משופר,,,לא
157940805,מכולל ירי חרום משופר,,,לא
157941208,סדן למרכבה,,,לא
157981064,בוחן מעגלי ירי,,,לא
157981498,"ערכת מילוי חנקן ""חלקה""",,,לא
158406420,פיטמת סיכה מנגנון חזרה,,,לא
161701858,אטם גומי לפריסקופ מ-17,,,לא
163014912,נתיך לכוונת יום ( ט.ר.פ. ),,,לא
163036037,"מיגון לראש כוונת מפקד בז מקר""מ",,,כן
165353013,מוצא כיוון,,,לא
167121012,מתג חירום,,,לא
167212611,בורג אלן קוני,,,לא
167231314,תוף טווחים,,,לא
167231322,יחידת צילום - בז,,,לא
167233058,מרכז אינרציאלי,,,לא
167236448,צג יתוש מפקד/תותחן,,,לא
167239030,"מסך יתו""ש",,,כן
167265030,רתמה חשמלית 827,,,לא
167613411,ראש מראה (כוונת תותחן),,,לא
167613420,גוף כוונת - בז,,,כן
167613462,"צג תותחן / מפקד לבק""ש בז",,,לא
167622526,מתג מצב אפס,,,לא
167622534,ממסר ירי 50 אמפר,,,לא
167622640,נורית מצב אפס,,,לא
167655505,עידן דור ב,,,כן
167760058,אטם מסופק,,,לא
168016409,"בורג אלן עם ראש נמוך 6X25 מ""מ",,,לא
1699-20923,אום שטנגה גז,,,לא
169920923,אום שטנגה גז,,,לא
1800,אחת שמנה מאוד,,,לא
18001800,אחת שמנה מאוד,,,לא
200114159,חיבור מהיר 1/2 חבר פנימי,,,לא
200115074,מנורה מטלטלת 12V נורת ליבון,,,לא
266620659,"מד גבול תחתון ל""חלקה"" 120 מ""מ",,,לא
280050806,"משאבת שמן לחץ גבוה לרק""ם",,,לא
280089001,בואג בוכנת מיכל מלאי,,,לא
280432776,"רצועת קשירה,מטען; תחמושת **",,,לא
280507385,כבל ירי,,,לא
280510009,"זרוע ירי נגמ""ש",,,לא
280510777,"כנה מקלע מא""ג לקשת",,,לא
280586099,שרשרת פין מחבר אחורי 0.3,,,לא
280586684,שרשרת מתקונים,,,לא
280586820,שרשרת מכלל 300 ממ למתקוני,,,לא
280931802,"כנה מכלל מערום הינע סופי נגמ""ש",,,לא
280954144,ערכה לשטיפה ומילוי חנקן במערכות אופטיות,,,לא
284052056,פין אחורי מכלל,,,לא
284101502,פין שרשרת לכנת מקלע,,,לא
284101553,"פין אחורי, כנת מקלע 0.5",,,לא
284252616,תמך ארגז פעולה טען קשר,,,לא
284253175,פין חיבור קדמי (ללא שרשרת),,,לא
284253183,פין חיבור אחורי מכלל,,,לא
335801636,ספריי לניקוי מגעים,,,לא
341091039,נורית לוח נהג,,,לא
343428022,דיסקית קפיצית 10,,,לא
346753889,"תווית ליקוט למנו""ף",,,לא
348330586,מגן רשת למאוורר,,,לא
352400513,נורית כיבוי אש,,,לא
352400696,נורת חיווי להט 28V,,,לא
353000012,עדשה שקופה,,,לא
353550012,נתיך,,,לא
354203154,בית נתיך,,,לא
4411035890,נורת מחוונים 24V,,,לא
441135890,נורת מחוונים 24V,,,לא
4440429104,כיסוי פלסטי למשגר עשן,,,לא
4440503625,פין,,,לא
463105448,שמן 9105,,,לא
506150329,מברג גוץ שטוח,,,לא
508034180,מברג פיליפס,,,לא
510412222,מפתח סג דומ 5/8-9/16,,,לא
514010129,ידית תקיעים קרקש תקע,,,לא
595172047,מברשת פלדה עם ידית,,,לא
595540429,אסוך לחץ עם צינור גמיש 0.2 ליטר,,,לא
630043557,ברג ד5 אחג משושה 1/2*1/4,,,לא
630044618,ברג ד5 אחג משושה 1*3/8,,,לא
630045118,בורג ראש משושה 7/16,,,לא
630085616,בורג ד8 אחד משושה,,,לא
630252652,ברג ד2 אחג פן פלפס 3/8 מס' 10,,,לא
631047157,בורג ד5 אחד משושה,,,לא
631085695,בורג ד8 אחד משושה,,,לא
6330-43655,בורג שטנגה גז,,,לא
633043574,ברג ד5 אחד משושה 5/8*1/4,,,לא
633043655,בורג שטנגה גז,,,לא
633044619,בורג 3/8,,,לא
633044627,בורג,,,לא
633045577,בורג ד5 אחד משושה,,,לא
633045593,בורג ד5 אחד משושה,,,לא
633045615,בורג ד5 אחד משושה,,,לא
633045623,בורג ד5 אחד משושה,,,לא
633084610,ברג ד8 אחד משושה 1*3/8,,,לא
633084637,בורג ד8 אחד משושה,,,לא
633087113,בורג ד8 אחד משושה,,,לא
633087628,ברג ד8 אחד משושה 21/4*3/4,,,לא
634044817,לולב ד5 אחד משושה 4*3/8,,,לא
634047654,לולב ד5 אחד משושה 1/2 2*3/4,,,לא
634047670,לולב ד5 אחד משושה,,,לא
634047697,לולב ד5 אחד משושה,,,לא
634085750,לולב ד8 אחד משושה,,,לא
634087150,לולב ד8 אחד משושה,,,לא
634942130,אומים טח אחד משושה 1/4,,,לא
634942203,אום סגר,,,לא
634942700,אום משושה נמוך עדין ד5 5/8,,,לא
634945300,אום טח אחד משושה נע פלסטי 3/8,,,לא
634945350/041061561,אום לזר מניע,,,לא
638043564,בורג ראש משושה 1/2,,,לא
640030593,אומים,,,לא
640040593,אום,,,לא
651681138,ברג אלן עם ראש אחד 1*5/16,,,לא
652582583,ברג אלן עם ראש בלמ 10*4 ממ,,,לא
652583083,"בורג אלן עם ראש בלמ 5*10 מ""מ",,,לא
652584152,בורג אלן עם ראש בלמ 25*8 ממ,,,לא
666200233,"פין פציל פלדה 1X10 מ""מ",,,לא
666220129,פין קפיצי פרספטי 1/4 1/16,,,לא
666220358,פין קפיצי פוספטי 3/32*1/2,,,לא
666240464,פין קפיצי קדמיום 3/4 *1/8,,,לא
666250230,פין קפיצי כבד 8*2,,,לא
666250249,"פין קפיצי כבד 2X10 מ""מ",,,לא
666250427,"פין קפיצי כבד 16*2.5 מ""מ",,,לא
666250559,פין קפיץ,,,לא
666250567,"פין קפיצי כבד 3*14 מ""מ",,,לא
666250591,"פין קפיצי כבד 20*3 מ""מ",,,לא
666250931,פין קפיצי כבד 4X16,,,לא
666250974,פין קפיצי כבד 4X24,,,לא
666251024,פין קפיצי כבד 4X36,,,לא
666251393,פין קפיצי כבד 5X32,,,לא
666252403,פין חלול קפיצי 1X26X12,,,לא
6665-06162,דיסקית קפיץ 3/8,,,לא
666500083,דיסקית פל שטוח 64 8*3 16*3,,,לא
666500229,דיסקית פל שטוח 1/16*3/4*3/8,,,לא
666500270,דיסקית פל שטוח 5/64* 1*7/16,,,לא
666500962,דיסקית פל שטוח 9/64*1/2 1*3/4,,,לא
6665027752,דיסקית פל שטוח 1/8 3/8,,,לא
666506146,דיסקית קפיצית,,,לא
666506162,אום 3/8,,,לא
666506189,דיסקית קפיצית 1/2,,,לא
666507223,"דיסקית אבטחה 3/4""",,,לא
667018056,ספריי צבע אדום,,,לא
667018072,ספריי צבע ירוק,,,לא
667371082,ספריי לניקוי קרבורטור,,,לא
667389011,תרסיס לשחרור הברגות,,,לא
667389542,תרסיס לניקוי עדשות 240 מלל,,,לא
667389585,ספריי למנועי דיזל,,,לא
747807000,מכסה דלק יצוק מונמך,,041089873,לא
83288263,אטם קונדסטור,,,לא
לבדוק,מחזיר שמן להאמר,,,לא
סל תובה ימין מכלל,041371226,,,לא
תרומה,מגרזת מילווקי,,,לא
